Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Turbo
Jaguar Land Rover,Jaguar E-PACE R-Dynamic,I4 Petrol,1001.5,246.0,230,6.8,27.5,Petrol,5,430.0,No
Jaguar Land Rover,Jaguar XJ50,V6 Petrol,1500.5,300.0,250,6.0,40.0,Petrol,5,400.0,No
Jaguar Land Rover,Jaguar F-Type 75th Anniversary Edition,V8 Petrol,2504.0,550.0,300,3.9,50.0,Petrol,2,680.0,No
Jaguar Land Rover,Jaguar F-PACE S AWD,I4 Petrol / V6 Petrol,1251.0,340.0,250,5.4,32.5,Petrol,5,480.0,No
Jaguar Land Rover,Jaguar XE SE,I4 Petrol,1001.5,250.0,240,6.2,25.0,Petrol,5,365.0,No
Jaguar Land Rover,Jaguar F-Type V6 S Convertible,V6 Petrol,1500.5,380.0,280,4.8,40.0,Petrol,2,460.0,No
Jaguar Land Rover,Jaguar XE R-Sport AWD,I4 Petrol / V6 Petrol,1251.0,300.0,250,5.5,27.5,Petrol,5,400.0,No
Jaguar Land Rover,Jaguar XF Portfolio AWD,I4 Petrol / V6 Petrol,1251.0,340.0,250,5.4,30.0,Petrol,5,450.0,No
Jaguar Land Rover,Jaguar F-Type Coupe R,V8 Petrol,2504.0,550.0,300,3.9,50.0,Petrol,2,680.0,No
Jaguar Land Rover,Jaguar I-PACE First Edition,Electric (Dual Motor),90.0,400.0,200,4.5,42.5,Electric,5,696.0,No
Jaguar Land Rover,Jaguar F-PACE Prestige AWD,I4 Petrol / V6 Petrol,1251.0,340.0,250,5.4,32.5,Petrol,5,480.0,No
Jaguar Land Rover,Jaguar XJ Supercharged,V8 Petrol,2504.0,510.0,280,4.2,45.0,Petrol,5,625.0,No
Jaguar Land Rover,Jaguar F-Type P450 AWD,V8 Petrol,2504.0,450.0,290,4.0,45.0,Petrol,2,600.0,No
Jaguar Land Rover,Jaguar F-PACE P400e Plug-in Hybrid,I4 Petrol + Electric Motor,1001.5,398.0,220,5.1,37.5,Plug-in Hybrid,5,640.0,No
Jaguar Land Rover,Jaguar F-Type P300 Coupe,I4 Petrol,1001.5,300.0,250,5.5,30.0,Petrol,2,400.0,No
Acura,NSX Type S,Twin-Turbo V6 Hybrid,167.33333333333334,600.0,307,2.9,78.5,Hybrid,2,666.0,Yes
Acura,TLX PMC Edition,V6,169.66666666666666,290.0,250,5.7,31.0,Petrol,5,362.0,No
Acura,MDX Advance,V6,169.66666666666666,290.0,190,6.0,30.0,Petrol,7,362.0,No
Acura,RDX Technology,I4 Turbocharged,168.33333333333334,272.0,210,6.6,22.5,Petrol,5,400.0,Yes
Acura,ILX Premium,I4,135.33333333333334,201.0,200,6.6,15.0,Petrol,5,180.0,No
Acura,TLX A-Spec,V6,169.66666666666666,290.0,250,5.7,25.0,Petrol,5,362.0,No
Acura,RDX SH-AWD,I4 Turbocharged,168.33333333333334,272.0,210,6.6,25.0,Petrol,5,400.0,Yes
Acura,MDX SH-AWD,V6,169.66666666666666,290.0,190,6.0,27.5,Petrol,7,362.0,No
Acura,RDX Platinum Elite,I4 Turbocharged,168.33333333333334,272.0,210,6.6,27.5,Petrol,5,400.0,Yes
Acura,TLX A-Spec Sedan,V6,169.66666666666666,290.0,250,5.7,25.0,Petrol,5,362.0,No
Acura,TLX 2.4L,Inline-4,201.0,206.0,210,6.0,17.5,Petrol,5,247.0,No
Acura,MDX Hybrid,V6 Hybrid,251.5,321.0,190,6.0,27.5,Hybrid,7,335.0,No
Acura,RDX Hybrid,Inline-4 Hybrid,250.5,247.0,210,6.6,25.0,Hybrid,5,400.0,No
Acura,ILX Technology Package,Inline-4,201.0,201.0,200,6.6,15.0,Petrol,5,180.0,No
Acura,NSX GT3 (Track Version),Twin-Turbo V6 Hybrid,248.0,500.0,300,3.0,75.0,Hybrid,2,600.0,Yes
Acura,RDX Turbo AWD,Inline-4 Turbocharged,250.5,272.0,210,6.6,22.5,Petrol,5,400.0,Yes
Acura,TLX 3.5L V6,V6,251.5,290.0,250,5.7,25.0,Petrol,5,362.0,No
Acura,ILX Special Edition,Inline-4,201.0,201.0,200,6.6,15.0,Petrol,5,180.0,No
Acura,MDX SH-AWD w/Technology Package,V6,251.5,290.0,190,6.0,27.5,Petrol,7,362.0,No
Acura,NSX 3.5L Hybrid Coupe,Twin-Turbo V6 Hybrid,248.0,537.0,307,2.9,78.5,Hybrid,2,666.0,Yes
Acura,MDX Elite,V6,251.5,290.0,190,6.0,29.0,Petrol,7,362.0,No
Acura,TLX V6 Advance,V6,251.5,290.0,250,5.7,23.0,Petrol,5,362.0,No
Acura,NSX Carbon Edition,Twin-Turbo V6 Hybrid,248.0,537.0,307,2.9,78.5,Hybrid,2,666.0,Yes
Acura,RDX Turbo SH-AWD,Turbocharged I4,250.5,272.0,210,6.6,21.0,Petrol,5,400.0,Yes
Acura,ILX Technology Plus,Inline-4,201.0,201.0,200,6.6,14.0,Petrol,5,180.0,No
Acura,TLX Type S PMC Edition,Turbocharged V6,1.5,355.0,250,5.1,27.0,Petrol,5,480.0,Yes
Acura,MDX Sport Hybrid,V6 Hybrid,251.5,321.0,190,6.0,26.0,Hybrid,7,335.0,No
Peugeot,208,Inline-4,100.0,82.0,180,10.5,11.0,Petrol,5,160.0,No
Peugeot,2008,Inline-4,100.0,100.0,190,9.0,12.5,Petrol,5,205.0,No
Peugeot,301,Inline-4,299.5,115.0,185,10.0,261.5,Petrol,5,150.0,No
Peugeot,308,Inline-4,299.5,130.0,200,8.0,14.0,Petrol,5,230.0,No
Peugeot,3008,Inline-4,299.5,180.0,210,7.5,16.0,Petrol,5,400.0,No
Peugeot,5008,Inline-4,499.5,165.0,200,9.5,17.5,Diesel,7,400.0,No
Peugeot,508,Inline-4,499.5,180.0,235,8.0,267.5,Petrol,5,300.0,No
Peugeot,Partner,Diesel I4,280.5,75.0,160,12.0,261.0,Diesel,5,200.0,No
Peugeot,Expert,Diesel I4,499.0,120.0,180,10.0,15.0,Diesel,3,300.0,No
Peugeot,Boxer,Diesel I4,101.0,140.0,160,11.0,16.0,Diesel,3,340.0,No
Peugeot,e-208,Electric Motor,50.0,136.0,150,8.1,17.5,Electric,5,260.0,No
Peugeot,e-2008,Electric Motor,50.0,136.0,150,8.5,19.0,Electric,5,260.0,No
Peugeot,208 GTI,Inline-4,299.5,208.0,230,6.5,14.0,Petrol,5,300.0,No
Peugeot,308 GTI,Inline-4,299.5,270.0,250,6.0,17.5,Petrol,5,330.0,No
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4,299.5,360.0,250,5.2,27.5,Hybrid,5,520.0,No
Peugeot,308 Allure,Inline-4,100.0,130.0,205,9.3,12.5,Petrol,5,230.0,No
Peugeot,2008 Allure,Inline-4,100.0,130.0,200,9.7,13.5,Petrol,5,230.0,No
Peugeot,3008 Allure,Inline-4,250.0,180.0,210,8.0,15.0,Petrol,5,250.0,No
Peugeot,5008 Allure,Inline-4,250.0,180.0,200,8.5,16.5,Petrol,7,250.0,No
Peugeot,508 Allure,Inline-4,250.0,180.0,225,8.0,17.5,Petrol,5,250.0,No
Peugeot,3008 GT,Inline-4,299.5,200.0,220,7.5,17.5,Petrol,5,280.0,No
Peugeot,508 GT,Inline-4,299.5,225.0,235,6.8,20.0,Petrol,5,300.0,No
Peugeot,3008 GT Hybrid,Hybrid I4,299.5,300.0,235,6.0,22.5,Hybrid,5,400.0,No
Peugeot,5008 GT Hybrid,Hybrid I4,299.5,300.0,210,6.5,24.0,Hybrid,7,400.0,No
Peugeot,208 Allure Premium,Inline-4,100.0,130.0,200,9.5,14.0,Petrol,5,230.0,No
Peugeot,Partner Tepee,Inline-4,280.5,100.0,170,12.0,12.5,Diesel,5,260.0,No
Peugeot,Expert L2H1,Inline-4,499.0,120.0,160,13.0,15.0,Diesel,3,320.0,No
Peugeot,Boxer L2H2,Inline-4,101.0,130.0,140,14.0,17.5,Diesel,3,350.0,No
Peugeot,Partner Electric,Electric Motor,,136.0,130,9.0,20.0,Electric,5,260.0,No
Peugeot,Expert Electric,Electric Motor,,136.0,130,9.5,22.5,Electric,5,260.0,No
Peugeot,208 PSE (Peugeot Sport Engineered),Hybrid I4,299.5,225.0,250,5.5,22.5,Hybrid,5,360.0,No
Peugeot,308 PSE,Hybrid I4,299.5,360.0,250,5.0,27.5,Hybrid,5,520.0,No
Peugeot,508 PSE,Hybrid I4,299.5,360.0,250,5.2,30.0,Hybrid,5,520.0,No
Peugeot,3008 PSE,Hybrid I4,299.5,300.0,235,6.0,25.0,Hybrid,5,400.0,No
Peugeot,2008 Active,Inline-4,100.0,100.0,190,11.2,11.0,Petrol,5,205.0,No
Peugeot,3008 Active,Inline-4,250.0,130.0,200,10.0,15.0,Petrol,5,240.0,No
Peugeot,5008 Active,Inline-4,250.0,130.0,190,10.5,16.5,Petrol,7,240.0,No
Peugeot,3008 Allure Premium,Inline-4,250.0,130.0,200,9.8,16.0,Petrol,5,240.0,No
Peugeot,5008 Allure Premium,Inline-4,250.0,130.0,190,10.2,17.5,Petrol,7,240.0,No
Peugeot,3008 GT Line,Inline-4,299.5,180.0,210,8.5,17.5,Petrol,5,250.0,No
Peugeot,5008 GT Line,Inline-4,299.5,180.0,200,9.0,19.0,Petrol,7,250.0,No
Peugeot,2008 GT,Inline-4,100.0,130.0,200,9.3,12.5,Petrol,5,230.0,No
Peugeot,5008 GT,Inline-4,299.5,180.0,210,8.2,20.0,Petrol,7,250.0,No
Peugeot,508 SW (Station Wagon),Inline-4,299.5,180.0,220,8.4,17.5,Petrol,5,300.0,No
Peugeot,508 Saloon,Inline-4,299.5,180.0,210,8.6,18.5,Petrol,5,300.0,No
Peugeot,308 Saloon,Inline-4,100.0,130.0,200,9.0,14.0,Petrol,5,230.0,No
Peugeot,301 Sedan,Inline-4,100.0,82.0,180,12.0,10.0,Petrol,5,115.0,No
Peugeot,208 Sedan,Inline-4,100.0,100.0,190,11.2,11.0,Petrol,5,205.0,No
Ford,Fusion (Mondeo),1.5L EcoBoost / 2.0L Hybrid,125.75,205.0,220,7.5,16.25,Petrol/Hybrid,5,400.0,No
Ford,Taurus,3.5L V6 / 2.0L EcoBoost,126.25,282.5,220,6.5,18.75,Petrol,5,500.0,No
Ford,Fiesta,1.0L EcoBoost / 1.5L,125.5,142.5,200,7.0,10.0,Petrol,5,290.0,No
Ford,Focus,1.0L EcoBoost / 1.5L / 2.0L,0.75,210.0,220,6.5,12.5,Petrol,5,400.0,No
Ford,KA+,1.2L Petrol,100.5,77.5,165,10.5,6.75,Petrol,5,140.0,No
Ford,EcoSport,1.0L Turbo Inline-3 / 2.0L,0.75,144.5,180,9.0,11.25,Petrol,5,200.0,Yes
Ford,Escape (Kuga),1.5L EcoBoost / 2.5L Hybrid,250.75,190.5,190,7.5,15.75,Petrol/Hybrid,5,200.0,No
Ford,Edge,2.0L EcoBoost / 2.7L V6,176.0,292.5,200,6.5,20.0,Petrol,5,475.0,No
Ford,Explorer,2.3L EcoBoost / 3.0L V6,76.25,350.0,200,6.0,22.5,Petrol,7,500.0,No
Ford,Expedition,3.5L EcoBoost / 5.4L V8,227.0,387.5,180,6.5,31.25,Petrol,8,800.0,No
Ford,Bronco,2.3L EcoBoost / 2.7L V6,251.0,292.5,200,7.5,21.25,Petrol,4,600.0,No
Ford,Bronco Sport,1.5L EcoBoost / 2.0L EcoBoost,125.75,215.5,185,7.0,16.0,Petrol,5,375.0,No
Ford,F-150,3.3L V6 / 5.0L V8 / 3.5L EcoBoost,77.0,370.0,200,5.75,27.5,Petrol/Diesel,5,700.0,No
Ford,F-250 Super Duty,6.2L V8 / 7.3L V8 / 6.7L Turbo-Diesel,128.25,430.0,180,6.75,27.5,Petrol/Diesel,5,50.0,Yes
Ford,F-350 Super Duty,6.7L Turbo-Diesel / 7.3L V8,253.25,462.5,180,7.5,30.0,Diesel,5,200.0,Yes
Ford,Maverick,2.5L Hybrid / 2.0L EcoBoost,126.0,220.5,180,7.25,13.0,Hybrid/Petrol,5,380.0,No
Ford,Ranger,2.3L Turbo Inline-4 / 2.7L V6,251.0,297.5,180,6.5,17.5,Petrol/Diesel,5,540.0,Yes
Ford,Mustang Mach-E,Electric Motor,83.0,385.0,180,3.5,26.0,Electric,5,430.0,No
Ford,F-150 Lightning,Electric Motor,98.0,452.0,180,4.5,32.5,Electric,5,1051.0,No
Ford,Escape Hybrid,2.5L Inline-4 + Electric,251.0,200.0,180,7.7,16.5,Hybrid,5,210.0,No
Ford,Explorer Hybrid,3.3L V6 + Electric,151.5,318.0,180,7.5,26.25,Hybrid,7,500.0,No
Ford,Mustang,5.0L V8,2.5,450.0,250,4.3,27.5,Petrol,4,530.0,No
Ford,GT,3.5L Twin-Turbo V6,251.5,660.0,348,3.0,250.0,Petrol,2,746.0,Yes
Ford,Focus ST,2.3L Turbo Inline-4,151.0,280.0,250,5.7,15.0,Petrol,5,420.0,Yes
Ford,Fiesta ST,1.5L Turbo Inline-3,250.5,200.0,230,6.5,11.5,Petrol,5,290.0,Yes
Ford,Bronco Raptor,3.0L Twin-Turbo V6,1.5,400.0,220,5.5,35.0,Petrol,4,583.0,Yes
Ford,Ranger Raptor,2.7L Twin-Turbo V6,351.0,392.0,200,6.0,22.5,Petrol,5,583.0,Yes
Ford,F-150 Raptor,3.5L Twin-Turbo V6,251.5,450.0,200,5.0,35.0,Petrol,5,691.0,Yes
Ford,Puma,Turbocharged Inline-3,0.5,123.0,191,9.6,14.0,Petrol,5,200.0,Yes
Ford,Territory,Turbocharged Inline-4,250.5,140.0,180,11.0,16.0,Petrol,5,225.0,Yes
Ford,Everest,Turbocharged Inline-4,1.0,210.0,190,10.5,26.0,Diesel,7,500.0,Yes
Ford,Flex,Naturally Aspirated V6,251.5,287.0,200,7.9,15.5,Petrol,7,345.0,No
Ford,Transit,EcoBlue Turbo Diesel,1.0,170.0,160,12.0,249.0,Diesel,2,405.0,Yes
Ford,Transit Connect,Inline-4 Gasoline Engine,1.0,162.0,175,10.5,197.0,Petrol,2,200.0,No
Ford,F-450 Super Duty,Turbocharged V8 Diesel,353.0,475.0,165,8.5,343.0,Diesel,2,424.0,Yes
Ford,F-550 Super Duty,Turbocharged V8 Diesel,353.0,475.0,165,8.8,302.0,Diesel,2,424.0,Yes
Ford,Mustang Shelby GT500,Supercharged V8,102.5,760.0,290,3.5,249.5,Petrol,2,847.0,No
Ford,Mustang Shelby GT350,Naturally Aspirated V8,102.5,526.0,280,4.0,99.5,Petrol,2,582.0,No
Ford,F-150 Platinum,Turbocharged V6,251.5,400.0,180,6.5,379.5,Petrol,5,678.0,Yes
Ford,F-150 Limited,Turbocharged V6,251.5,450.0,190,6.1,497.0,Petrol,5,678.0,Yes
Ford,Explorer Platinum,Turbocharged V6,1.5,400.0,230,6.0,280.5,Petrol,7,563.0,Yes
Ford,Expedition King Ranch,Turbocharged V6,251.5,440.0,210,6.8,319.5,Petrol,7,691.0,Yes
Ford,Transit Custom,EcoBlue Turbo Diesel,1.0,130.0,160,12.5,17.5,Diesel,2,385.0,Yes
Ford,E-Series Cutaway,V8 Gasoline Engine,153.5,350.0,140,13.0,18.0,Petrol,2,569.0,No
Ford,Transit Chassis Cab,EcoBlue Turbo Diesel,1.0,170.0,160,11.5,18.5,Diesel,2,405.0,Yes
Ford,Transit Electric (E-Transit),Electric Motor,89.0,266.0,140,9.0,26.0,Electric,2,430.0,No
Ford,Explorer Plug-in Hybrid,V6 Hybrid + Electric Motor,1.5,457.0,225,6.0,26.5,Hybrid,7,825.0,No
Ford,Maverick Hybrid,I4 Hybrid,251.0,191.0,180,7.8,12.5,Hybrid,5,210.0,No
Ford,Mustang (2024),V8 Gasoline Engine,2.5,450.0,250,4.5,30.0,Petrol,4,570.0,No
Ford,Ranger (2024),I4 Turbo Diesel,1.0,210.0,180,8.0,20.0,Diesel,5,500.0,Yes
Ford,Escape Plug-in Hybrid (2024),I4 Hybrid,251.0,221.0,190,7.5,19.0,Hybrid,5,210.0,No
Ford,Bronco (2024),V6 EcoBoost,351.0,310.0,200,6.7,22.5,Petrol,5,542.0,No
Ford,Explorer (2024),V6 Turbocharged,1.5,400.0,230,5.9,27.5,Petrol,7,563.0,Yes
Mitsubishi,Mirage,1.2L MIVEC,100.5,78.0,170,12.0,8.5,Petrol,5,100.0,No
Mitsubishi,Mirage G4,1.2L MIVEC,100.5,78.0,170,12.0,9.0,Petrol,5,100.0,No
Mitsubishi,Outlander,2.5L 4-Cylinder,251.0,181.0,190,9.5,15.75,Petrol,7,245.0,No
Mitsubishi,Outlander PHEV,2.4L Hybrid,140.66666666666666,248.0,170,10.5,20.5,Hybrid,5,300.0,No
Mitsubishi,Eclipse Cross,1.5L Turbo,250.5,152.0,180,9.8,13.25,Petrol,5,250.0,Yes
Mitsubishi,ASX (Outlander Sport),2.0L MIVEC,1.0,148.0,190,10.0,12.25,Petrol,5,197.0,No
Mitsubishi,Pajero,3.2L Diesel Turbo,101.5,189.0,180,10.5,21.25,Diesel,7,441.0,Yes
Mitsubishi,Pajero Sport,2.4L Diesel Turbo,201.0,181.0,180,11.0,18.75,Diesel,7,430.0,Yes
Mitsubishi,Triton (L200),2.4L Diesel Turbo,201.0,181.0,177,10.5,15.0,Diesel,5,430.0,Yes
Mitsubishi,Lancer Evolution X,2.0L Turbocharged,1.0,291.0,240,5.0,22.5,Petrol,5,407.0,Yes
Mitsubishi,i-MiEV (Electric),Electric Motor,16.0,66.0,130,15.0,12.25,Electric,4,196.0,No
Mitsubishi,Xpander,1.5L MIVEC,250.5,105.0,170,13.5,11.25,Petrol,7,141.0,No
Mitsubishi,Delica D:5,2.2L Diesel Turbo,101.0,145.0,175,11.0,18.75,Diesel,7,360.0,Yes
Mitsubishi,Colt,1.1L / 1.5L MIVEC,150.5,112.5,180,10.5,8.75,Petrol,5,180.0,No
Mitsubishi,Grandis,2.4L MIVEC,201.0,165.0,190,11.0,13.75,Petrol,7,217.0,No
Mitsubishi,Outlander Black Edition,2.5L 4-Cylinder,251.0,181.0,190,9.5,16.75,Petrol,7,245.0,No
Mitsubishi,Outlander SEL,2.5L 4-Cylinder,251.0,181.0,190,9.5,16.25,Petrol,7,245.0,No
Mitsubishi,Outlander SE,2.5L 4-Cylinder,251.0,181.0,190,9.5,15.25,Petrol,7,245.0,No
Mitsubishi,Eclipse Cross Black Edition,1.5L Turbo,250.5,152.0,180,9.8,14.5,Petrol,5,250.0,Yes
Mitsubishi,ASX Exceed,2.0L MIVEC,1.0,148.0,190,10.0,13.5,Petrol,5,197.0,No
Mitsubishi,Triton Athlete,2.4L Diesel Turbo,201.0,181.0,177,10.5,15.5,Diesel,5,430.0,Yes
Mitsubishi,Pajero Final Edition,3.2L Diesel Turbo,101.5,189.0,180,10.5,23.75,Diesel,7,441.0,Yes
Mitsubishi,L200 Barbarian X,2.4L Diesel Turbo,201.0,181.0,177,10.5,16.25,Diesel,5,430.0,Yes
Mitsubishi,Space Star,1.2L MIVEC,100.5,78.0,170,12.0,8.0,Petrol,5,100.0,No
Mitsubishi,Lancer EX,1.6L MIVEC / 2.0L,150.75,132.5,200,10.0,11.25,Petrol,5,197.0,No
Mitsubishi,Montero Sport,2.4L Diesel Turbo,201.0,181.0,180,11.0,18.75,Diesel,7,430.0,Yes
Mitsubishi,Attrage,1.2L MIVEC,100.5,78.0,170,12.5,8.0,Petrol,5,100.0,No
Mitsubishi,RVR SE,2.0L MIVEC,1.0,148.0,190,10.5,12.0,Petrol,5,197.0,No
Mitsubishi,Delica Van,2.0L Diesel / 2.2L Diesel,51.0,145.0,175,11.5,16.25,Diesel,7,360.0,No
Mitsubishi,Canter (Truck),3.0L Diesel,1.5,150.0,120,,20.0,Diesel,2,370.0,No
Mitsubishi,Lancer GLX,1.6L MIVEC,300.5,115.0,190,11.5,9.25,Petrol,5,154.0,No
Mitsubishi,Pajero GLS,3.2L Diesel Turbo,101.5,189.0,180,10.5,23.75,Diesel,7,441.0,Yes
Mitsubishi,Xpander Cross,1.5L MIVEC,250.5,105.0,170,12.0,11.25,Petrol,7,141.0,No
Mitsubishi,Eclipse Cross PHEV,2.4L PHEV,201.0,188.0,180,10.5,18.75,Plug-in Hybrid,5,199.0,No
Mitsubishi,Outlander ES,2.5L 4-Cylinder,251.0,181.0,190,9.5,14.5,Petrol,7,245.0,No
Mitsubishi,Montero GLX,2.4L Diesel Turbo,201.0,181.0,180,11.0,18.75,Diesel,7,430.0,Yes
Mitsubishi,Triton GLX-R,2.4L Diesel Turbo,201.0,181.0,177,10.5,15.5,Diesel,5,430.0,Yes
Mitsubishi,ASX Dynamic,2.0L MIVEC,1.0,148.0,190,10.0,13.25,Petrol,5,197.0,No
Mitsubishi,Mirage ES,1.2L MIVEC,100.5,78.0,170,12.5,8.0,Petrol,5,100.0,No
Mitsubishi,Outlander LE,2.5L 4-Cylinder,251.0,181.0,190,9.5,16.25,Petrol,7,245.0,No
Mitsubishi,Fuso Fighter (Truck),7.5L Diesel,253.5,240.0,120,,40.0,Diesel,2,686.0,No
Mitsubishi,Fuso Canter Eco Hybrid,3.0L Diesel Hybrid,1.5,150.0,120,,27.5,Diesel Hybrid,2,370.0,No
Mitsubishi,Space Runner,1.8L MIVEC,400.5,140.0,185,10.5,10.75,Petrol,5,170.0,No
Mitsubishi,Toppo BJ,0.7L 3-Cylinder,660.0,52.0,130,15.0,5.5,Petrol,4,60.0,No
Mitsubishi,Chariot,2.0L MIVEC,1.0,140.0,185,10.5,10.75,Petrol,7,170.0,No
Mitsubishi,Lancer SE Limited,2.0L MIVEC,1.0,148.0,200,10.0,11.25,Petrol,5,197.0,No
Mitsubishi,Pajero SWB (Short Wheel Base),3.2L Diesel Turbo,101.5,189.0,180,10.5,23.75,Diesel,5,441.0,Yes
Mitsubishi,Delica Space Gear,2.4L Petrol,201.0,145.0,170,13.0,16.25,Petrol,7,206.0,No
Mitsubishi,i (Kei Car),0.7L 3-Cylinder,660.0,64.0,130,15.5,6.75,Petrol,4,94.0,No
Mitsubishi,Dion,2.0L 4-Cylinder,1.0,135.0,180,11.5,8.25,Petrol,7,181.0,No
Mitsubishi,Airtrek,2.4L 4-Cylinder,201.0,160.0,190,11.0,11.25,Petrol,5,214.0,No
Mitsubishi,eK Space,0.7L 3-Cylinder,660.0,52.0,130,15.0,5.5,Petrol,4,60.0,No
Mitsubishi,eK X,0.7L 3-Cylinder,660.0,64.0,140,13.5,6.75,Petrol,4,94.0,No
Mitsubishi,Colt CZC Convertible,1.5L Turbocharged,250.5,147.0,200,9.5,13.75,Petrol,4,210.0,Yes
Mitsubishi,Galant Fortis,2.0L MIVEC,1.0,154.0,200,10.0,10.0,Petrol,5,200.0,No
Mitsubishi,Endeavor,3.8L V6,401.5,225.0,190,9.5,15.75,Petrol,5,343.0,No
Mitsubishi,Grand Lancer,1.8L MIVEC,400.5,138.0,190,11.5,11.25,Petrol,5,173.0,No
Mitsubishi,Sigma,3.0L V6,1.5,210.0,220,8.5,18.75,Petrol,5,270.0,No
Mitsubishi,Town Box,0.7L 3-Cylinder,660.0,48.0,120,16.0,5.5,Petrol,4,60.0,No
Mitsubishi,Minicab MiEV,Electric Motor,16.0,64.0,100,,9.5,Electric,2,196.0,No
Mazda,Mazda3,2.0L SkyActiv-G,1.0,155.0,200,8.9,12.0,Petrol,5,213.0,No
Mazda,Mazda3 Hatchback,2.5L SkyActiv-G,251.0,186.0,210,8.3,13.0,Petrol,5,252.0,No
Mazda,Mazda6,2.5L Turbocharged,251.0,250.0,240,6.4,15.5,Petrol,5,420.0,Yes
Mazda,CX-3,2.0L SkyActiv-G,1.0,146.0,180,9.5,11.5,Petrol,5,197.0,No
Mazda,CX-30,2.5L SkyActiv-G,251.0,186.0,204,8.7,12.75,Petrol,5,252.0,No
Mazda,CX-5,2.5L SkyActiv-G,251.0,187.0,200,8.8,14.5,Petrol,5,252.0,No
Mazda,CX-50,2.5L Turbocharged,251.0,256.0,220,6.9,16.25,Petrol,5,434.0,Yes
Mazda,CX-8,2.2L Diesel,101.0,187.0,200,9.2,19.5,Diesel,7,450.0,No
Mazda,CX-9,2.5L Turbocharged,251.0,250.0,210,7.2,20.75,Petrol,7,420.0,Yes
Mazda,CX-90,3.3L Inline-6 Turbo,151.5,340.0,240,6.2,27.5,Petrol,7,500.0,Yes
Mazda,MX-5 Miata,2.0L SkyActiv-G,1.0,181.0,225,6.5,15.0,Petrol,2,205.0,No
Mazda,MX-5 Miata RF,2.0L SkyActiv-G,1.0,181.0,225,6.5,18.25,Petrol,2,205.0,No
Mazda,MX-30 Electric,Electric Motor,35.5,143.0,140,9.7,17.5,Electric,5,271.0,No
Mazda,CX-4,2.0L SkyActiv-G,1.0,158.0,190,9.6,12.5,Petrol,5,202.0,No
Mazda,CX-7,2.3L Turbocharged,151.0,244.0,210,7.9,15.25,Petrol,5,350.0,Yes
Mazda,Tribute,3.0L V6,1.5,200.0,190,9.0,13.5,Petrol,5,270.0,No
Mazda,B-Series Pickup,2.5L Diesel,251.0,143.0,170,11.5,11.25,Diesel,5,330.0,No
Mazda,BT-50,3.2L Turbo Diesel,101.5,200.0,180,10.0,15.5,Diesel,5,470.0,Yes
Mazda,RX-7,1.3L Rotary Twin-Turbo,150.5,276.0,250,5.5,20.0,Petrol,4,314.0,Yes
Mazda,RX-3,1.2L Rotary,100.5,110.0,180,8.9,8.75,Petrol,4,145.0,No
Mazda,RX-Vision Concept,Rotary SkyActiv-R,,400.0,300,,,Petrol (Hybrid),2,,No
Mazda,323F,1.6L Inline-4,300.5,105.0,180,10.5,8.0,Petrol,5,145.0,No
Mazda,Familia Sedan,1.5L Inline-4,250.5,100.0,175,11.0,7.0,Petrol,5,135.0,No
Mazda,Premacy,2.0L Inline-4,1.0,138.0,190,9.8,10.5,Petrol,7,180.0,No
Mazda,Demio,1.5L SkyActiv-G,250.5,108.0,180,10.2,7.75,Petrol,5,142.0,No
Mazda,Millenia,2.3L Miller Cycle V6,151.0,210.0,215,8.2,13.75,Petrol,5,280.0,No
Mazda,Eunos Cosmo,2.0L Twin-Rotor Turbo,1.0,280.0,240,6.0,22.5,Petrol,4,300.0,Yes
Mazda,Atenza,2.5L SkyActiv-G,251.0,192.0,210,8.5,12.5,Petrol,5,252.0,No
Mazda,Roadpacer AP,1.3L Rotary,150.5,130.0,170,11.5,11.25,Petrol,5,165.0,No
Mazda,626,2.0L Inline-4,1.0,140.0,190,9.5,10.0,Petrol,5,180.0,No
Mazda,929,3.0L V6,1.5,205.0,220,8.0,13.75,Petrol,5,270.0,No
Mazda,Luce,1.8L Rotary,400.5,135.0,180,10.5,8.75,Petrol,5,170.0,No
Mazda,Capella,1.6L Inline-4,300.5,110.0,175,11.2,8.0,Petrol,5,145.0,No
Mazda,Carol,660cc Inline-3,660.0,63.0,140,15.5,5.25,Petrol,4,90.0,No
Mazda,Autozam AZ-1,657cc Turbocharged Inline-3,657.0,63.0,140,11.0,7.5,Petrol,2,85.0,Yes
Mazda,Spiano,660cc Inline-3,660.0,54.0,130,16.0,4.5,Petrol,4,80.0,No
Mazda,Verisa,1.5L Inline-4,250.5,113.0,170,11.0,8.0,Petrol,5,140.0,No
Mazda,MX-6,2.5L V6,251.0,164.0,210,8.8,10.5,Petrol,4,215.0,No
Mazda,MPV,3.0L V6,1.5,200.0,185,9.5,13.75,Petrol,7,265.0,No
Mazda,Proceed Marvie,2.6L Inline-4,301.0,120.0,160,12.0,11.25,Petrol,5,200.0,No
Mazda,Sentia,3.0L V6,1.5,200.0,200,9.0,12.5,Petrol,5,265.0,No
Mazda,Cronos,2.5L V6,251.0,160.0,190,8.5,10.0,Petrol,5,210.0,No
